actor_id,film_id,last_update
39,290,2/15/06 10:05
39,293,2/15/06 10:05
39,320,2/15/06 10:05
39,415,2/15/06 10:05
39,425,2/15/06 10:05
39,431,2/15/06 10:05
39,456,2/15/06 10:05
39,476,2/15/06 10:05
39,559,2/15/06 10:05
39,587,2/15/06 10:05
39,598,2/15/06 10:05
39,606,2/15/06 10:05
39,648,2/15/06 10:05
39,683,2/15/06 10:05
39,689,2/15/06 10:05
39,696,2/15/06 10:05
39,700,2/15/06 10:05
39,703,2/15/06 10:05
39,736,2/15/06 10:05
39,772,2/15/06 10:05
39,815,2/15/06 10:05
39,831,2/15/06 10:05
39,920,2/15/06 10:05
40,1,2/15/06 10:05
40,11,2/15/06 10:05
40,34,2/15/06 10:05
40,107,2/15/06 10:05
40,128,2/15/06 10:05
40,163,2/15/06 10:05
40,177,2/15/06 10:05
40,223,2/15/06 10:05
40,233,2/15/06 10:05
40,326,2/15/06 10:05
40,374,2/15/06 10:05
40,394,2/15/06 10:05
40,396,2/15/06 10:05
40,463,2/15/06 10:05
40,466,2/15/06 10:05
40,494,2/15/06 10:05
40,521,2/15/06 10:05
40,723,2/15/06 10:05
40,737,2/15/06 10:05
40,744,2/15/06 10:05
40,747,2/15/06 10:05
40,754,2/15/06 10:05
40,799,2/15/06 10:05
40,835,2/15/06 10:05
40,868,2/15/06 10:05
40,869,2/15/06 10:05
40,887,2/15/06 10:05
40,933,2/15/06 10:05
40,938,2/15/06 10:05
41,4,2/15/06 10:05
41,60,2/15/06 10:05
41,69,2/15/06 10:05
41,86,2/15/06 10:05
41,100,2/15/06 10:05
41,150,2/15/06 10:05
41,159,2/15/06 10:05
41,194,2/15/06 10:05
41,203,2/15/06 10:05
41,212,2/15/06 10:05
41,230,2/15/06 10:05
41,249,2/15/06 10:05
41,252,2/15/06 10:05
41,305,2/15/06 10:05
41,336,2/15/06 10:05
41,383,2/15/06 10:05
41,544,2/15/06 10:05
41,596,2/15/06 10:05
41,657,2/15/06 10:05
41,674,2/15/06 10:05
41,678,2/15/06 10:05
41,721,2/15/06 10:05
41,724,2/15/06 10:05
41,779,2/15/06 10:05
41,784,2/15/06 10:05
41,799,2/15/06 10:05
41,894,2/15/06 10:05
41,912,2/15/06 10:05
41,942,2/15/06 10:05
42,24,2/15/06 10:05
42,139,2/15/06 10:05
42,309,2/15/06 10:05
42,320,2/15/06 10:05
42,333,2/15/06 10:05
42,500,2/15/06 10:05
42,502,2/15/06 10:05
42,505,2/15/06 10:05
42,527,2/15/06 10:05
42,535,2/15/06 10:05
42,546,2/15/06 10:05
42,568,2/15/06 10:05
42,648,2/15/06 10:05
42,665,2/15/06 10:05
42,673,2/15/06 10:05
42,687,2/15/06 10:05
42,713,2/15/06 10:05
42,738,2/15/06 10:05
42,798,2/15/06 10:05
42,861,2/15/06 10:05
42,865,2/15/06 10:05
42,867,2/15/06 10:05
42,876,2/15/06 10:05
42,890,2/15/06 10:05
42,907,2/15/06 10:05
42,922,2/15/06 10:05
42,932,2/15/06 10:05
43,19,2/15/06 10:05
43,42,2/15/06 10:05
43,56,2/15/06 10:05
43,89,2/15/06 10:05
43,105,2/15/06 10:05
43,147,2/15/06 10:05
43,161,2/15/06 10:05
43,180,2/15/06 10:05
43,239,2/15/06 10:05
43,276,2/15/06 10:05
43,330,2/15/06 10:05
43,344,2/15/06 10:05
43,359,2/15/06 10:05
43,377,2/15/06 10:05
43,410,2/15/06 10:05
43,462,2/15/06 10:05
43,533,2/15/06 10:05
43,598,2/15/06 10:05
43,605,2/15/06 10:05
43,608,2/15/06 10:05
43,621,2/15/06 10:05
43,753,2/15/06 10:05
43,827,2/15/06 10:05
43,833,2/15/06 10:05
43,917,2/15/06 10:05
43,958,2/15/06 10:05
44,58,2/15/06 10:05
44,84,2/15/06 10:05
44,88,2/15/06 10:05
44,94,2/15/06 10:05
44,109,2/15/06 10:05
44,176,2/15/06 10:05
44,242,2/15/06 10:05
44,273,2/15/06 10:05
44,322,2/15/06 10:05
44,420,2/15/06 10:05
44,434,2/15/06 10:05
44,490,2/15/06 10:05
44,591,2/15/06 10:05
44,598,2/15/06 10:05
44,604,2/15/06 10:05
44,699,2/15/06 10:05
44,751,2/15/06 10:05
44,784,2/15/06 10:05
44,825,2/15/06 10:05
44,854,2/15/06 10:05
44,875,2/15/06 10:05
44,878,2/15/06 10:05
44,883,2/15/06 10:05
44,896,2/15/06 10:05
44,902,2/15/06 10:05
44,937,2/15/06 10:05
44,944,2/15/06 10:05
44,952,2/15/06 10:05
44,982,2/15/06 10:05
44,998,2/15/06 10:05
45,18,2/15/06 10:05
45,65,2/15/06 10:05
45,66,2/15/06 10:05
45,115,2/15/06 10:05
45,117,2/15/06 10:05
45,164,2/15/06 10:05
45,187,2/15/06 10:05
45,198,2/15/06 10:05
45,219,2/15/06 10:05
45,330,2/15/06 10:05
45,407,2/15/06 10:05
45,416,2/15/06 10:05
45,463,2/15/06 10:05
45,467,2/15/06 10:05
45,484,2/15/06 10:05
45,502,2/15/06 10:05
45,503,2/15/06 10:05
45,508,2/15/06 10:05
45,537,2/15/06 10:05
45,680,2/15/06 10:05
45,714,2/15/06 10:05
45,767,2/15/06 10:05
45,778,2/15/06 10:05
45,797,2/15/06 10:05
45,810,2/15/06 10:05
45,895,2/15/06 10:05
45,900,2/15/06 10:05
45,901,2/15/06 10:05
45,920,2/15/06 10:05
45,925,2/15/06 10:05
45,975,2/15/06 10:05
45,978,2/15/06 10:05
46,38,2/15/06 10:05
46,51,2/15/06 10:05
46,174,2/15/06 10:05
46,254,2/15/06 10:05
46,296,2/15/06 10:05
46,319,2/15/06 10:05
46,407,2/15/06 10:05
46,448,2/15/06 10:05
46,456,2/15/06 10:05
46,463,2/15/06 10:05
46,478,2/15/06 10:05
46,538,2/15/06 10:05
46,540,2/15/06 10:05
46,567,2/15/06 10:05
46,731,2/15/06 10:05
46,766,2/15/06 10:05
46,768,2/15/06 10:05
46,820,2/15/06 10:05
46,829,2/15/06 10:05
46,830,2/15/06 10:05
46,836,2/15/06 10:05
46,889,2/15/06 10:05
46,980,2/15/06 10:05
46,991,2/15/06 10:05
47,25,2/15/06 10:05
47,36,2/15/06 10:05
47,53,2/15/06 10:05
47,67,2/15/06 10:05
47,172,2/15/06 10:05
47,233,2/15/06 10:05
47,273,2/15/06 10:05
47,351,2/15/06 10:05
47,385,2/15/06 10:05
47,484,2/15/06 10:05
47,508,2/15/06 10:05
47,576,2/15/06 10:05
47,670,2/15/06 10:05
47,734,2/15/06 10:05
47,737,2/15/06 10:05
47,770,2/15/06 10:05
47,777,2/15/06 10:05
47,787,2/15/06 10:05
47,790,2/15/06 10:05
47,913,2/15/06 10:05
47,923,2/15/06 10:05
47,924,2/15/06 10:05
47,944,2/15/06 10:05
47,973,2/15/06 10:05
48,99,2/15/06 10:05
48,101,2/15/06 10:05
48,134,2/15/06 10:05
48,150,2/15/06 10:05
48,164,2/15/06 10:05
48,211,2/15/06 10:05
48,245,2/15/06 10:05
48,267,2/15/06 10:05
48,287,2/15/06 10:05
48,295,2/15/06 10:05
48,312,2/15/06 10:05
48,315,2/15/06 10:05
48,345,2/15/06 10:05
48,349,2/15/06 10:05
48,428,2/15/06 10:05
48,506,2/15/06 10:05
48,545,2/15/06 10:05
48,559,2/15/06 10:05
48,570,2/15/06 10:05
48,599,2/15/06 10:05
48,645,2/15/06 10:05
48,705,2/15/06 10:05
48,757,2/15/06 10:05
48,792,2/15/06 10:05
48,922,2/15/06 10:05
48,926,2/15/06 10:05
49,31,2/15/06 10:05
49,151,2/15/06 10:05
49,195,2/15/06 10:05
49,207,2/15/06 10:05
49,250,2/15/06 10:05
49,282,2/15/06 10:05
49,348,2/15/06 10:05
49,391,2/15/06 10:05
49,400,2/15/06 10:05
49,407,2/15/06 10:05
49,423,2/15/06 10:05
49,433,2/15/06 10:05
49,469,2/15/06 10:05
49,506,2/15/06 10:05
49,542,2/15/06 10:05
49,558,2/15/06 10:05
49,579,2/15/06 10:05
49,595,2/15/06 10:05
49,662,2/15/06 10:05
49,709,2/15/06 10:05
49,716,2/15/06 10:05
49,725,2/15/06 10:05
49,729,2/15/06 10:05
49,811,2/15/06 10:05
49,927,2/15/06 10:05
49,977,2/15/06 10:05
49,980,2/15/06 10:05
50,111,2/15/06 10:05
50,178,2/15/06 10:05
50,243,2/15/06 10:05
50,248,2/15/06 10:05
50,274,2/15/06 10:05
50,288,2/15/06 10:05
50,303,2/15/06 10:05
50,306,2/15/06 10:05
50,327,2/15/06 10:05
50,372,2/15/06 10:05
50,401,2/15/06 10:05
50,417,2/15/06 10:05
50,420,2/15/06 10:05
50,437,2/15/06 10:05
50,476,2/15/06 10:05
50,504,2/15/06 10:05
50,520,2/15/06 10:05
50,552,2/15/06 10:05
50,591,2/15/06 10:05
50,621,2/15/06 10:05
50,632,2/15/06 10:05
50,645,2/15/06 10:05
50,672,2/15/06 10:05
50,717,2/15/06 10:05
50,732,2/15/06 10:05
50,795,2/15/06 10:05
50,829,2/15/06 10:05
50,840,2/15/06 10:05
50,897,2/15/06 10:05
50,918,2/15/06 10:05
50,924,2/15/06 10:05
50,957,2/15/06 10:05
51,5,2/15/06 10:05
51,63,2/15/06 10:05
51,103,2/15/06 10:05
51,112,2/15/06 10:05
51,121,2/15/06 10:05
51,153,2/15/06 10:05
51,395,2/15/06 10:05
51,408,2/15/06 10:05
51,420,2/15/06 10:05
51,461,2/15/06 10:05
51,490,2/15/06 10:05
51,525,2/15/06 10:05
51,627,2/15/06 10:05
51,678,2/15/06 10:05
51,733,2/15/06 10:05
51,734,2/15/06 10:05
51,737,2/15/06 10:05
51,750,2/15/06 10:05
51,847,2/15/06 10:05
51,891,2/15/06 10:05
51,895,2/15/06 10:05
51,940,2/15/06 10:05
51,974,2/15/06 10:05
51,990,2/15/06 10:05
51,993,2/15/06 10:05
52,20,2/15/06 10:05
52,92,2/15/06 10:05
52,96,2/15/06 10:05
52,108,2/15/06 10:05
52,203,2/15/06 10:05
52,249,2/15/06 10:05
52,341,2/15/06 10:05
52,376,2/15/06 10:05
52,388,2/15/06 10:05
52,407,2/15/06 10:05
52,424,2/15/06 10:05
52,474,2/15/06 10:05
52,515,2/15/06 10:05
52,517,2/15/06 10:05
52,584,2/15/06 10:05
52,596,2/15/06 10:05
52,664,2/15/06 10:05
52,675,2/15/06 10:05
52,689,2/15/06 10:05
52,714,2/15/06 10:05
52,812,2/15/06 10:05
52,878,2/15/06 10:05
52,879,2/15/06 10:05
52,915,2/15/06 10:05
52,951,2/15/06 10:05
52,999,2/15/06 10:05
53,1,2/15/06 10:05
53,9,2/15/06 10:05
53,51,2/15/06 10:05
53,58,2/15/06 10:05
53,109,2/15/06 10:05
53,122,2/15/06 10:05
53,126,2/15/06 10:05
53,181,2/15/06 10:05
53,256,2/15/06 10:05
53,268,2/15/06 10:05
53,285,2/15/06 10:05
53,307,2/15/06 10:05
53,358,2/15/06 10:05
53,386,2/15/06 10:05
53,447,2/15/06 10:05
53,465,2/15/06 10:05
53,490,2/15/06 10:05
53,492,2/15/06 10:05
53,508,2/15/06 10:05
53,518,2/15/06 10:05
53,573,2/15/06 10:05
53,576,2/15/06 10:05
53,577,2/15/06 10:05
53,697,2/15/06 10:05
53,725,2/15/06 10:05
53,727,2/15/06 10:05
53,937,2/15/06 10:05
53,947,2/15/06 10:05
53,961,2/15/06 10:05
53,980,2/15/06 10:05
54,84,2/15/06 10:05
54,129,2/15/06 10:05
54,150,2/15/06 10:05
54,184,2/15/06 10:05
54,285,2/15/06 10:05
54,292,2/15/06 10:05
54,301,2/15/06 10:05
54,348,2/15/06 10:05
54,489,2/15/06 10:05
54,510,2/15/06 10:05
54,524,2/15/06 10:05
54,546,2/15/06 10:05
54,600,2/15/06 10:05
54,636,2/15/06 10:05
54,649,2/15/06 10:05
54,658,2/15/06 10:05
54,754,2/15/06 10:05
54,764,2/15/06 10:05
54,842,2/15/06 10:05
54,858,2/15/06 10:05
54,861,2/15/06 10:05
54,913,2/15/06 10:05
54,970,2/15/06 10:05
54,988,2/15/06 10:05
54,990,2/15/06 10:05
55,8,2/15/06 10:05
55,27,2/15/06 10:05
55,75,2/15/06 10:05
55,197,2/15/06 10:05
55,307,2/15/06 10:05
55,320,2/15/06 10:05
55,340,2/15/06 10:05
55,403,2/15/06 10:05
55,485,2/15/06 10:05
55,486,2/15/06 10:05
55,603,2/15/06 10:05
55,612,2/15/06 10:05
55,620,2/15/06 10:05
55,709,2/15/06 10:05
55,776,2/15/06 10:05
55,790,2/15/06 10:05
55,815,2/15/06 10:05
55,827,2/15/06 10:05
55,930,2/15/06 10:05
55,963,2/15/06 10:05
56,63,2/15/06 10:05
56,87,2/15/06 10:05
56,226,2/15/06 10:05
56,236,2/15/06 10:05
56,298,2/15/06 10:05
56,307,2/15/06 10:05
56,354,2/15/06 10:05
56,383,2/15/06 10:05
56,417,2/15/06 10:05
56,421,2/15/06 10:05
56,457,2/15/06 10:05
56,462,2/15/06 10:05
56,474,2/15/06 10:05
56,521,2/15/06 10:05
56,593,2/15/06 10:05
56,728,2/15/06 10:05
56,750,2/15/06 10:05
56,769,2/15/06 10:05
56,781,2/15/06 10:05
56,795,2/15/06 10:05
56,844,2/15/06 10:05
56,851,2/15/06 10:05
56,862,2/15/06 10:05
56,868,2/15/06 10:05
56,892,2/15/06 10:05
56,893,2/15/06 10:05
56,936,2/15/06 10:05
56,965,2/15/06 10:05
57,16,2/15/06 10:05
57,34,2/15/06 10:05
57,101,2/15/06 10:05
57,114,2/15/06 10:05
57,122,2/15/06 10:05
57,134,2/15/06 10:05
57,144,2/15/06 10:05
57,153,2/15/06 10:05
57,192,2/15/06 10:05
57,213,2/15/06 10:05
57,258,2/15/06 10:05
57,267,2/15/06 10:05
57,317,2/15/06 10:05
57,340,2/15/06 10:05
57,393,2/15/06 10:05
57,437,2/15/06 10:05
57,447,2/15/06 10:05
57,502,2/15/06 10:05
57,592,2/15/06 10:05
57,605,2/15/06 10:05
57,637,2/15/06 10:05
57,685,2/15/06 10:05
57,707,2/15/06 10:05
57,714,2/15/06 10:05
57,717,2/15/06 10:05
57,737,2/15/06 10:05
57,767,2/15/06 10:05
57,852,2/15/06 10:05
57,891,2/15/06 10:05
57,918,2/15/06 10:05
58,48,2/15/06 10:05
58,68,2/15/06 10:05
58,119,2/15/06 10:05
58,128,2/15/06 10:05
58,135,2/15/06 10:05
58,175,2/15/06 10:05
58,199,2/15/06 10:05
58,235,2/15/06 10:05
58,242,2/15/06 10:05
58,243,2/15/06 10:05
58,254,2/15/06 10:05
58,306,2/15/06 10:05
58,316,2/15/06 10:05
58,417,2/15/06 10:05
58,426,2/15/06 10:05
58,460,2/15/06 10:05
58,477,2/15/06 10:05
58,541,2/15/06 10:05
58,549,2/15/06 10:05
58,551,2/15/06 10:05
58,553,2/15/06 10:05
58,578,2/15/06 10:05
58,602,2/15/06 10:05
58,632,2/15/06 10:05
58,635,2/15/06 10:05
58,638,2/15/06 10:05
58,698,2/15/06 10:05
58,726,2/15/06 10:05
58,755,2/15/06 10:05
58,800,2/15/06 10:05
58,856,2/15/06 10:05
58,858,2/15/06 10:05
59,5,2/15/06 10:05
59,46,2/15/06 10:05
59,54,2/15/06 10:05
59,72,2/15/06 10:05
59,88,2/15/06 10:05
59,121,2/15/06 10:05
59,129,2/15/06 10:05
59,130,2/15/06 10:05
59,183,2/15/06 10:05
59,210,2/15/06 10:05
59,241,2/15/06 10:05
59,295,2/15/06 10:05
59,418,2/15/06 10:05
59,572,2/15/06 10:05
59,644,2/15/06 10:05
59,650,2/15/06 10:05
59,689,2/15/06 10:05
59,694,2/15/06 10:05
59,702,2/15/06 10:05
59,713,2/15/06 10:05
59,749,2/15/06 10:05
59,772,2/15/06 10:05
59,853,2/15/06 10:05
59,862,2/15/06 10:05
59,943,2/15/06 10:05
59,946,2/15/06 10:05
59,984,2/15/06 10:05
60,31,2/15/06 10:05
60,85,2/15/06 10:05
60,133,2/15/06 10:05
60,142,2/15/06 10:05
60,177,2/15/06 10:05
60,179,2/15/06 10:05
60,186,2/15/06 10:05
60,222,2/15/06 10:05
60,235,2/15/06 10:05
60,239,2/15/06 10:05
60,253,2/15/06 10:05
60,262,2/15/06 10:05
60,297,2/15/06 10:05
60,299,2/15/06 10:05
60,334,2/15/06 10:05
60,376,2/15/06 10:05
60,423,2/15/06 10:05
60,436,2/15/06 10:05
60,493,2/15/06 10:05
60,534,2/15/06 10:05
60,551,2/15/06 10:05
60,658,2/15/06 10:05
60,665,2/15/06 10:05
60,679,2/15/06 10:05
60,754,2/15/06 10:05
60,771,2/15/06 10:05
60,783,2/15/06 10:05
60,784,2/15/06 10:05
60,805,2/15/06 10:05
60,830,2/15/06 10:05
60,835,2/15/06 10:05
60,928,2/15/06 10:05
60,952,2/15/06 10:05
60,971,2/15/06 10:05
60,986,2/15/06 10:05
61,235,2/15/06 10:05
61,237,2/15/06 10:05
61,307,2/15/06 10:05
61,362,2/15/06 10:05
61,372,2/15/06 10:05
61,374,2/15/06 10:05
61,423,2/15/06 10:05
61,433,2/15/06 10:05
61,508,2/15/06 10:05
61,518,2/15/06 10:05
61,519,2/15/06 10:05
61,535,2/15/06 10:05
61,537,2/15/06 10:05
61,585,2/15/06 10:05
61,639,2/15/06 10:05
61,648,2/15/06 10:05
61,649,2/15/06 10:05
61,703,2/15/06 10:05
61,752,2/15/06 10:05
61,766,2/15/06 10:05
61,767,2/15/06 10:05
61,780,2/15/06 10:05
61,831,2/15/06 10:05
61,832,2/15/06 10:05
61,990,2/15/06 10:05
62,6,2/15/06 10:05
62,42,2/15/06 10:05
62,54,2/15/06 10:05
62,100,2/15/06 10:05
62,101,2/15/06 10:05
62,129,2/15/06 10:05
62,198,2/15/06 10:05
62,211,2/15/06 10:05
62,231,2/15/06 10:05
62,272,2/15/06 10:05
62,295,2/15/06 10:05
62,337,2/15/06 10:05
62,375,2/15/06 10:05
62,385,2/15/06 10:05
62,393,2/15/06 10:05
62,398,2/15/06 10:05
62,406,2/15/06 10:05
62,413,2/15/06 10:05
62,428,2/15/06 10:05
62,445,2/15/06 10:05
62,457,2/15/06 10:05
62,465,2/15/06 10:05
62,688,2/15/06 10:05
62,707,2/15/06 10:05
62,719,2/15/06 10:05
62,951,2/15/06 10:05
62,981,2/15/06 10:05
62,988,2/15/06 10:05
62,990,2/15/06 10:05
63,73,2/15/06 10:05
63,134,2/15/06 10:05
63,167,2/15/06 10:05
63,208,2/15/06 10:05
63,225,2/15/06 10:05
63,248,2/15/06 10:05
63,249,2/15/06 10:05
63,278,2/15/06 10:05
63,392,2/15/06 10:05
63,517,2/15/06 10:05
63,633,2/15/06 10:05
63,763,2/15/06 10:05
63,781,2/15/06 10:05
63,809,2/15/06 10:05
63,893,2/15/06 10:05
63,932,2/15/06 10:05
63,944,2/15/06 10:05
63,945,2/15/06 10:05
63,981,2/15/06 10:05
64,3,2/15/06 10:05
64,10,2/15/06 10:05
64,37,2/15/06 10:05
64,87,2/15/06 10:05
64,88,2/15/06 10:05
64,124,2/15/06 10:05
64,197,2/15/06 10:05
64,280,2/15/06 10:05
64,291,2/15/06 10:05
64,307,2/15/06 10:05
64,335,2/15/06 10:05
64,345,2/15/06 10:05
64,448,2/15/06 10:05
64,469,2/15/06 10:05
64,471,2/15/06 10:05
64,506,2/15/06 10:05
64,543,2/15/06 10:05
64,557,2/15/06 10:05
64,569,2/15/06 10:05
64,572,2/15/06 10:05
64,597,2/15/06 10:05
64,616,2/15/06 10:05
64,646,2/15/06 10:05
64,694,2/15/06 10:05
64,832,2/15/06 10:05
64,852,2/15/06 10:05
64,860,2/15/06 10:05
64,921,2/15/06 10:05
64,925,2/15/06 10:05
64,980,2/15/06 10:05
65,39,2/15/06 10:05
65,46,2/15/06 10:05
65,97,2/15/06 10:05
65,106,2/15/06 10:05
65,117,2/15/06 10:05
65,125,2/15/06 10:05
65,158,2/15/06 10:05
65,276,2/15/06 10:05
65,305,2/15/06 10:05
65,338,2/15/06 10:05
65,347,2/15/06 10:05
65,371,2/15/06 10:05
65,398,2/15/06 10:05
65,471,2/15/06 10:05
65,475,2/15/06 10:05
65,476,2/15/06 10:05
65,491,2/15/06 10:05
65,496,2/15/06 10:05
65,516,2/15/06 10:05
65,517,2/15/06 10:05
65,541,2/15/06 10:05
65,556,2/15/06 10:05
65,571,2/15/06 10:05
65,577,2/15/06 10:05
65,615,2/15/06 10:05
65,658,2/15/06 10:05
65,683,2/15/06 10:05
65,694,2/15/06 10:05
65,714,2/15/06 10:05
65,735,2/15/06 10:05
65,852,2/15/06 10:05
65,938,2/15/06 10:05
65,951,2/15/06 10:05
65,965,2/15/06 10:05
66,55,2/15/06 10:05
66,143,2/15/06 10:05
66,207,2/15/06 10:05
66,226,2/15/06 10:05
66,229,2/15/06 10:05
66,230,2/15/06 10:05
66,283,2/15/06 10:05
66,300,2/15/06 10:05
66,342,2/15/06 10:05
66,350,2/15/06 10:05
66,361,2/15/06 10:05
66,376,2/15/06 10:05
66,424,2/15/06 10:05
66,434,2/15/06 10:05
66,553,2/15/06 10:05
66,608,2/15/06 10:05
66,676,2/15/06 10:05
66,697,2/15/06 10:05
66,706,2/15/06 10:05
66,725,2/15/06 10:05
66,769,2/15/06 10:05
66,793,2/15/06 10:05
66,829,2/15/06 10:05
66,871,2/15/06 10:05
66,909,2/15/06 10:05
66,915,2/15/06 10:05
66,928,2/15/06 10:05
66,951,2/15/06 10:05
66,957,2/15/06 10:05
66,960,2/15/06 10:05
66,999,2/15/06 10:05
67,24,2/15/06 10:05
67,57,2/15/06 10:05
67,67,2/15/06 10:05
67,144,2/15/06 10:05
67,242,2/15/06 10:05
67,244,2/15/06 10:05
67,256,2/15/06 10:05
67,408,2/15/06 10:05
67,477,2/15/06 10:05
67,496,2/15/06 10:05
67,512,2/15/06 10:05
67,576,2/15/06 10:05
67,601,2/15/06 10:05
67,725,2/15/06 10:05
67,726,2/15/06 10:05
67,731,2/15/06 10:05
67,766,2/15/06 10:05
67,861,2/15/06 10:05
67,870,2/15/06 10:05
67,915,2/15/06 10:05
67,945,2/15/06 10:05
67,972,2/15/06 10:05
67,981,2/15/06 10:05
68,9,2/15/06 10:05
68,45,2/15/06 10:05
68,133,2/15/06 10:05
68,161,2/15/06 10:05
68,205,2/15/06 10:05
68,213,2/15/06 10:05
68,215,2/15/06 10:05
68,255,2/15/06 10:05
68,296,2/15/06 10:05
68,315,2/15/06 10:05
68,325,2/15/06 10:05
68,331,2/15/06 10:05
68,347,2/15/06 10:05
68,357,2/15/06 10:05
68,378,2/15/06 10:05
68,380,2/15/06 10:05
68,386,2/15/06 10:05
68,396,2/15/06 10:05
68,435,2/15/06 10:05
68,497,2/15/06 10:05
68,607,2/15/06 10:05
68,654,2/15/06 10:05
68,665,2/15/06 10:05
68,671,2/15/06 10:05
68,706,2/15/06 10:05
68,747,2/15/06 10:05
68,834,2/15/06 10:05
68,839,2/15/06 10:05
68,840,2/15/06 10:05
68,971,2/15/06 10:05
69,15,2/15/06 10:05
69,88,2/15/06 10:05
69,111,2/15/06 10:05
69,202,2/15/06 10:05
69,236,2/15/06 10:05
69,292,2/15/06 10:05
69,300,2/15/06 10:05
69,306,2/15/06 10:05
69,374,2/15/06 10:05
69,396,2/15/06 10:05
69,452,2/15/06 10:05
69,466,2/15/06 10:05
69,529,2/15/06 10:05
69,612,2/15/06 10:05
69,720,2/15/06 10:05
69,722,2/15/06 10:05
69,761,2/15/06 10:05
69,791,2/15/06 10:05
69,864,2/15/06 10:05
69,877,2/15/06 10:05
69,914,2/15/06 10:05
70,50,2/15/06 10:05
70,53,2/15/06 10:05
70,92,2/15/06 10:05
70,202,2/15/06 10:05
70,227,2/15/06 10:05
70,249,2/15/06 10:05
70,290,2/15/06 10:05
70,304,2/15/06 10:05
70,343,2/15/06 10:05
70,414,2/15/06 10:05
70,453,2/15/06 10:05
70,466,2/15/06 10:05
70,504,2/15/06 10:05
70,584,2/15/06 10:05
70,628,2/15/06 10:05
70,654,2/15/06 10:05
70,725,2/15/06 10:05
70,823,2/15/06 10:05
70,834,2/15/06 10:05
70,856,2/15/06 10:05
70,869,2/15/06 10:05
70,953,2/15/06 10:05
70,964,2/15/06 10:05
71,26,2/15/06 10:05
71,52,2/15/06 10:05
71,233,2/15/06 10:05
71,317,2/15/06 10:05
71,359,2/15/06 10:05
71,362,2/15/06 10:05
71,385,2/15/06 10:05
71,399,2/15/06 10:05
71,450,2/15/06 10:05
71,532,2/15/06 10:05
71,560,2/15/06 10:05
71,574,2/15/06 10:05
71,638,2/15/06 10:05
71,773,2/15/06 10:05
71,833,2/15/06 10:05
71,874,2/15/06 10:05
71,918,2/15/06 10:05
71,956,2/15/06 10:05
72,34,2/15/06 10:05
72,144,2/15/06 10:05
72,237,2/15/06 10:05
72,249,2/15/06 10:05
72,286,2/15/06 10:05
72,296,2/15/06 10:05
72,325,2/15/06 10:05
72,331,2/15/06 10:05
72,405,2/15/06 10:05
72,450,2/15/06 10:05
72,550,2/15/06 10:05
72,609,2/15/06 10:05
72,623,2/15/06 10:05
72,636,2/15/06 10:05
72,640,2/15/06 10:05
72,665,2/15/06 10:05
72,718,2/15/06 10:05
72,743,2/15/06 10:05
72,757,2/15/06 10:05
72,773,2/15/06 10:05
72,854,2/15/06 10:05
72,865,2/15/06 10:05
72,938,2/15/06 10:05
72,956,2/15/06 10:05
72,964,2/15/06 10:05
72,969,2/15/06 10:05
73,36,2/15/06 10:05
73,45,2/15/06 10:05
73,51,2/15/06 10:05
73,77,2/15/06 10:05
73,148,2/15/06 10:05
73,245,2/15/06 10:05
73,275,2/15/06 10:05
73,322,2/15/06 10:05
73,374,2/15/06 10:05
73,379,2/15/06 10:05
73,467,2/15/06 10:05
73,548,2/15/06 10:05
73,561,2/15/06 10:05
73,562,2/15/06 10:05
73,565,2/15/06 10:05
73,627,2/15/06 10:05
73,666,2/15/06 10:05
73,667,2/15/06 10:05
73,707,2/15/06 10:05
73,748,2/15/06 10:05
73,772,2/15/06 10:05
73,823,2/15/06 10:05
73,936,2/15/06 10:05
73,946,2/15/06 10:05
73,950,2/15/06 10:05
73,998,2/15/06 10:05
74,28,2/15/06 10:05
74,44,2/15/06 10:05
74,117,2/15/06 10:05
74,185,2/15/06 10:05
74,192,2/15/06 10:05
74,203,2/15/06 10:05
74,263,2/15/06 10:05
74,321,2/15/06 10:05
74,415,2/15/06 10:05
74,484,2/15/06 10:05
74,503,2/15/06 10:05
74,537,2/15/06 10:05
74,543,2/15/06 10:05
74,617,2/15/06 10:05
74,626,2/15/06 10:05
74,637,2/15/06 10:05
74,663,2/15/06 10:05
74,704,2/15/06 10:05
74,720,2/15/06 10:05
74,747,2/15/06 10:05
74,780,2/15/06 10:05
74,804,2/15/06 10:05
74,834,2/15/06 10:05
74,836,2/15/06 10:05
74,848,2/15/06 10:05
74,872,2/15/06 10:05
74,902,2/15/06 10:05
74,956,2/15/06 10:05
75,12,2/15/06 10:05
75,34,2/15/06 10:05
75,143,2/15/06 10:05
75,170,2/15/06 10:05
75,222,2/15/06 10:05
75,301,2/15/06 10:05
75,347,2/15/06 10:05
75,372,2/15/06 10:05
75,436,2/15/06 10:05
75,445,2/15/06 10:05
75,446,2/15/06 10:05
75,492,2/15/06 10:05
75,498,2/15/06 10:05
75,508,2/15/06 10:05
75,541,2/15/06 10:05
75,547,2/15/06 10:05
75,579,2/15/06 10:05
75,645,2/15/06 10:05
75,667,2/15/06 10:05
75,744,2/15/06 10:05
75,764,2/15/06 10:05
75,780,2/15/06 10:05
75,870,2/15/06 10:05
75,920,2/15/06 10:05
76,60,2/15/06 10:05
76,66,2/15/06 10:05
76,68,2/15/06 10:05
76,95,2/15/06 10:05
76,122,2/15/06 10:05
